bicycle,building,bus,car,fence,license plate,motorcycle,person,pole,rider,road,sidewalk,sky,terrain,traffic light,traffic sign,train,truck,vegetation,wall,frame,y
37401,0,0,9,0,0,5062,50,0,0,0,0,0,0,0,33220,0,0,3260,0,000148,1
33447,0,0,39,0,0,1151,23438,0,0,0,0,0,0,0,2804,0,0,18636,0,000054,1
55947,0,0,318,0,0,964,1408,0,0,0,0,0,0,0,18670,0,0,1695,0,007340,1
31270,0,0,85,0,0,1009,27444,0,0,0,0,0,0,0,3567,0,0,16140,0,006458,1
56495,0,0,3315,0,0,315,505,0,0,0,0,0,0,0,14785,0,0,3587,0,003857,1
32060,0,0,33,0,0,1068,25275,0,46,0,0,0,0,0,2990,0,0,18043,0,004780,1
42433,0,0,1285,0,0,864,7243,0,593,0,0,0,0,0,21561,0,0,5023,0,003498,1
24401,0,0,0,0,0,646,31485,0,0,0,0,0,0,0,22459,0,0,11,0,002704,1
30700,0,0,14,0,0,1247,26512,0,0,0,0,0,0,0,3108,0,0,17934,0,004103,1
52805,0,0,741,0,0,781,4299,0,0,0,0,0,0,0,16252,0,0,4124,0,000523,1
37519,0,0,2,0,0,5001,50,0,0,0,0,0,0,0,33012,0,0,3418,0,000300,1
24192,0,0,0,0,0,2368,31309,0,0,0,0,0,0,0,20672,0,0,461,0,002662,1
46598,0,0,0,0,0,525,6420,0,5,0,0,0,0,0,24257,0,0,1197,0,005215,1
29940,0,0,158,0,0,1194,27918,0,4,0,0,0,0,0,6102,0,0,14199,0,006941,1
41230,0,0,0,0,0,382,23085,0,3,0,0,0,0,0,14221,0,0,594,0,005106,1
32803,0,0,123,0,0,878,25800,0,0,0,0,0,0,0,3278,0,0,16633,0,000532,1
31734,0,0,76,0,0,953,26966,0,0,0,0,0,0,0,665,0,0,19121,0,006830,1
59771,0,0,0,0,0,808,956,0,0,0,0,0,0,0,17453,0,0,14,0,006131,1
46418,0,0,347,0,0,392,5472,0,164,0,0,0,0,0,24362,0,0,1847,0,003245,1
44423,0,0,0,0,0,2386,3681,0,21,0,0,0,0,0,26901,0,0,1590,0,003818,1
55633,0,0,11,0,0,1440,1,0,383,0,0,0,0,0,14191,0,0,7343,0,001744,1
29998,0,0,58,0,0,1117,27877,0,0,0,0,0,0,0,4166,0,0,16299,0,005835,1
31361,0,0,0,0,0,11,34226,0,0,0,0,0,0,0,11776,0,0,1628,0,006920,1
52204,0,0,7294,0,0,195,9701,0,10,0,0,0,0,0,9279,0,0,319,0,004798,1
44324,0,0,4,0,0,1746,13544,0,44,0,0,0,0,0,14956,0,0,4384,0,003973,1
55357,0,0,1925,0,0,51,3765,0,77,0,0,0,0,0,14894,0,0,2933,0,003299,1
33559,0,0,10529,0,0,1425,12270,0,0,0,0,0,0,0,16984,0,0,4235,0,005847,1
37519,0,0,2,0,0,5099,65,0,0,0,0,0,0,0,32760,0,0,3557,0,004577,1
29025,0,0,545,0,0,542,21183,0,1,0,0,0,0,0,19447,0,0,8259,0,002005,1
11935,0,0,98,0,0,751,44415,0,0,0,0,0,0,0,19165,0,0,2638,0,007129,1
25985,0,0,104,0,0,1101,31641,0,0,0,0,0,0,0,2086,0,0,18598,0,001031,1
23663,0,0,33,0,0,1100,33440,0,0,0,0,0,0,0,1404,0,0,19875,0,007188,1
59241,0,0,1,0,0,713,715,0,0,0,0,0,0,0,16583,0,0,2262,0,003526,1
20491,0,0,47,0,0,1676,39080,0,0,0,0,0,0,0,11514,0,0,6194,0,006965,1
33565,0,0,5,0,0,40,25547,0,0,0,0,0,0,0,16109,0,0,3736,0,003725,1
56117,0,0,0,0,0,21,1737,0,0,0,0,0,0,0,21114,0,0,13,0,003555,1
48279,0,0,0,0,0,84,7099,0,0,0,0,0,0,0,21042,0,0,2498,0,000157,1
21054,0,0,0,0,0,795,32931,0,0,0,0,0,0,0,18855,0,0,5367,0,005886,1
12571,0,0,1,0,0,1388,51746,0,0,0,0,0,0,0,10075,0,0,3221,0,005824,1
41707,0,0,0,0,0,2427,13095,0,726,0,0,0,0,0,20538,0,0,509,0,002807,1
24895,0,0,2454,0,0,2186,18072,0,0,0,0,0,0,0,25182,0,0,6213,0,005071,1
44686,0,0,1,0,0,333,13878,0,0,0,0,0,0,0,18550,0,0,1554,0,007314,1
33391,0,0,17,0,0,32,30464,0,0,0,0,0,0,0,14742,0,0,356,0,006932,1
57820,0,0,0,0,0,1723,6,0,0,0,0,0,0,0,13303,0,0,6150,0,004751,1
27673,0,0,2,0,0,1132,29512,0,0,0,0,0,0,0,2225,0,0,18971,0,006575,1
45882,0,0,26,0,0,952,356,0,0,0,0,0,0,0,31091,0,0,695,0,005043,1
36204,0,0,0,0,0,45,16852,0,0,0,0,0,0,0,24943,0,0,958,0,006084,1
49428,0,0,0,0,0,2007,3553,0,0,0,0,0,0,0,19924,0,0,4090,0,002547,1
48485,0,0,0,0,0,364,1359,0,0,0,0,0,0,0,26437,0,0,2357,0,006428,1
38402,0,0,473,0,0,2,14528,0,0,0,0,0,0,0,23632,0,0,1965,0,005410,1
45334,0,0,0,0,0,2734,2983,0,0,0,0,0,0,0,26896,0,0,1055,0,000036,1
42121,0,0,12,0,0,2007,4053,0,15,0,0,0,0,0,24021,0,0,6773,0,001030,1
55101,0,0,290,0,0,1240,2538,0,0,0,0,0,0,0,15042,0,0,4791,0,002738,1
48503,0,0,581,0,0,322,9701,0,138,0,0,0,0,0,18507,0,0,1250,0,001690,1
32729,0,0,17,0,0,1130,24698,0,24,0,0,0,0,0,2287,0,0,18630,0,004012,1
53782,0,0,0,0,0,1631,4162,0,0,0,0,0,0,0,16185,0,0,3242,0,000079,1
34078,0,0,18,0,0,970,25064,0,0,0,0,0,0,0,3326,0,0,16059,0,002493,1
48764,0,0,5,0,0,1,8493,0,3,0,0,0,0,0,19332,0,0,2404,0,003760,1
45823,0,0,0,0,0,746,9767,0,1128,0,0,0,0,0,20821,0,0,717,0,006929,1
54792,0,0,785,0,0,42,9741,0,4133,0,0,0,0,0,8466,0,0,1043,0,005632,1
33045,0,0,0,0,0,1709,16849,0,0,0,0,0,0,0,25906,0,0,1493,0,002212,1
28760,0,0,47,0,0,945,20233,0,0,0,0,0,0,0,25894,0,0,3123,0,007307,1
52069,0,0,4,0,0,979,7414,0,0,0,0,0,0,0,15387,0,0,3149,0,002263,1
36101,0,0,849,0,0,839,12714,0,0,0,0,0,0,0,21963,0,0,7049,0,005027,1
36283,0,0,1412,0,0,72,11013,0,11882,0,0,0,0,0,13612,0,0,4728,0,000444,1
28906,0,0,410,0,0,0,30740,0,0,0,0,0,0,0,18928,0,0,18,0,003097,1
20904,0,0,0,0,0,2433,23796,0,0,0,0,0,0,0,26421,0,0,5448,0,002285,1
46090,0,0,1909,0,0,18,17128,0,531,0,0,0,0,0,12753,0,0,573,0,005628,1
47530,0,0,314,0,0,1,3997,0,0,0,0,0,0,0,27160,0,0,0,0,006845,1
55814,0,0,0,0,0,1400,1581,0,0,0,0,0,0,0,18471,0,0,1736,0,004500,1
34363,0,0,605,0,0,1255,22000,0,196,0,0,0,0,0,1972,0,0,19124,0,001609,1
46180,0,0,0,0,0,2136,3129,0,92,0,0,0,0,0,26835,0,0,630,0,002395,1
32173,0,0,0,0,0,645,21344,0,0,0,0,0,0,0,22286,0,0,2554,0,003329,1
54317,0,0,34,0,0,2208,1653,0,0,0,0,0,0,0,19124,0,0,1666,0,002825,1
28437,0,0,2144,0,0,1154,16909,0,607,0,0,0,0,0,18847,0,0,10904,0,001223,1
34821,0,0,1145,0,0,1085,13869,0,0,0,0,0,0,0,21652,0,0,6943,0,000384,1
44090,0,0,10752,0,0,143,399,0,0,0,0,0,0,0,22660,0,0,958,0,004408,1
38203,0,0,209,0,0,3522,151,0,0,0,0,0,0,0,33047,0,0,3870,0,002768,1
26432,0,0,0,0,0,2714,18415,0,0,0,0,0,0,0,21721,0,0,9720,0,004729,1
25998,0,0,513,0,0,2922,20079,0,752,0,0,0,0,0,16438,0,0,12813,0,001998,1
53248,0,0,0,0,0,185,6263,0,0,0,0,0,0,0,18083,0,0,1223,0,005397,1
52007,0,0,0,0,0,1281,5261,0,0,0,0,0,0,0,18747,0,0,1706,0,000757,1
45343,0,0,1354,0,0,1815,4421,0,0,0,0,0,0,0,15083,0,0,10986,0,002819,1
47501,0,0,1255,0,0,51,10592,0,1353,0,0,0,0,0,12245,0,0,6005,0,001074,1
16468,0,0,705,0,0,4003,24713,0,0,0,0,0,0,0,26371,0,0,6742,0,007070,1
49776,0,0,0,0,0,1758,5301,0,0,0,0,0,0,0,19742,0,0,2425,0,002253,1
47621,0,0,342,0,0,2526,326,0,15,0,0,0,0,0,21457,0,0,6715,0,001913,1
45892,0,0,95,0,0,301,9342,0,60,0,0,0,0,0,21844,0,0,1468,0,000649,1
49889,0,0,0,0,0,46,10241,0,0,0,0,0,0,0,17578,0,0,1248,0,004167,1
49891,0,0,7761,0,0,15,326,0,105,0,0,0,0,0,17428,0,0,3476,0,001343,1
47645,0,0,218,0,0,1219,3756,0,0,0,0,0,0,0,24860,0,0,1304,0,000228,1
19044,0,0,0,0,0,1028,39098,0,0,0,0,0,0,0,18402,0,0,1430,0,005076,1
40294,0,0,2,0,0,4693,78,0,0,0,0,0,0,0,31176,0,0,2759,0,004635,1
32530,0,0,103,0,0,1069,25804,0,4,0,0,0,0,0,3339,0,0,16666,0,006035,1
26874,0,0,30,0,0,60,26672,0,0,0,0,0,0,0,19814,0,0,5552,0,001770,1
18763,0,0,1,0,0,172,33710,0,0,0,0,0,0,0,21361,0,0,4995,0,005357,1
46511,0,0,643,0,0,24,17436,0,838,0,0,0,0,0,13171,0,0,379,0,002743,1
37522,0,0,0,0,0,1418,29639,0,0,0,0,0,0,0,8200,0,0,2223,0,003666,1
41705,0,0,4,0,0,4624,74,0,0,0,0,0,0,0,30343,0,0,2252,0,005667,1
61428,0,0,0,0,0,906,0,0,0,0,0,0,0,0,16668,0,0,0,0,005594,1
45365,0,0,106,0,0,3481,1192,0,1,0,0,0,0,0,24212,0,0,4645,0,004728,1
38341,0,0,1,0,0,4996,54,0,0,0,0,0,0,0,32677,0,0,2933,0,005626,1
31063,0,0,173,0,0,1248,27691,0,0,0,0,0,0,0,17245,0,0,1582,0,000165,1
27848,0,0,429,0,0,2948,19466,0,541,0,0,0,0,0,15784,0,0,12499,0,004389,1
51291,0,0,0,0,0,150,9179,0,301,0,0,0,0,0,11134,0,0,6947,0,001005,1
27045,0,0,0,0,0,94,22884,0,0,0,0,0,0,0,25800,0,0,3179,0,007446,1
48249,0,0,1276,0,0,20,18369,0,1274,0,0,0,0,0,9390,0,0,424,0,001277,1
59590,0,0,0,0,0,403,103,0,0,0,0,0,0,0,18880,0,0,26,0,004442,1
21809,0,0,0,0,0,229,31657,0,0,0,0,0,0,0,20628,0,0,4679,0,001691,1
22339,0,0,1090,0,0,2614,19205,0,0,0,0,0,0,0,30420,0,0,3334,0,000594,1
35918,0,0,26,0,0,1088,21816,0,38,0,0,0,0,0,3105,0,0,17524,0,004696,1
35539,0,0,0,0,0,321,15447,0,0,0,0,0,0,0,25708,0,0,1987,0,005132,1
40594,0,0,29,0,0,397,11432,0,32,0,0,0,0,0,23880,0,0,2638,0,001760,1
44443,0,0,0,0,0,0,19738,0,0,0,0,0,0,0,14795,0,0,26,0,003863,1
16762,0,0,1,0,0,2510,27382,0,119,0,0,0,0,0,25509,0,0,6719,0,002501,1
29359,0,0,110,0,0,926,29095,0,0,0,0,0,0,0,3588,0,0,16437,0,007017,1
51226,0,0,1,0,0,2174,2278,0,0,0,0,0,0,0,16341,0,0,6982,0,003606,1
46962,0,0,36,0,0,25,9498,0,53,0,0,0,0,0,20510,0,0,1918,0,007039,1
43839,0,0,21,0,0,713,3569,0,39,0,0,0,0,0,29359,0,0,1462,0,004245,1
41764,0,0,1,0,0,842,18195,0,6,0,0,0,0,0,16218,0,0,1976,0,006376,0
56290,0,0,15,0,0,713,1490,0,0,0,0,0,0,0,18914,0,0,1580,0,005519,1
40962,0,0,0,0,0,9,3905,0,21106,0,0,0,0,0,9873,0,0,3147,0,000662,1
17058,0,0,0,0,0,1722,43411,0,0,0,0,0,0,0,8907,0,0,7904,0,001873,1
53377,0,0,0,0,0,1256,4870,0,0,0,0,0,0,0,18609,0,0,890,0,004102,1
38050,0,0,16,0,0,63,5038,0,21664,0,0,0,0,0,13082,0,0,1089,0,002265,1
42285,0,0,2437,0,0,379,22220,0,0,0,0,0,0,0,11446,0,0,235,0,005598,1
60924,0,0,0,0,0,1291,2589,0,0,0,0,0,0,0,14019,0,0,179,0,002106,1
44983,0,0,4367,0,0,864,12364,0,974,0,0,0,0,0,10530,0,0,4920,0,001288,1
57737,0,0,0,0,0,28,2742,0,118,0,0,0,0,0,16303,0,0,2074,0,005684,1
45081,0,0,620,0,0,293,12944,0,14,0,0,0,0,0,19612,0,0,438,0,000086,1
30721,0,0,89,0,0,917,27530,0,0,0,0,0,0,0,3679,0,0,16579,0,002485,1
48788,0,0,0,0,0,264,12172,0,0,0,0,0,0,0,17354,0,0,424,0,004593,1
30806,0,0,101,0,0,931,27742,0,0,0,0,0,0,0,4622,0,0,15313,0,007408,1
35649,0,0,0,0,0,605,14376,0,0,0,0,0,0,0,27366,0,0,1006,0,004916,1
49924,0,0,322,0,0,324,4460,0,0,0,0,0,0,0,22339,0,0,1633,0,005497,1
37250,0,0,4,0,0,5122,67,0,0,0,0,0,0,0,32640,0,0,3919,0,003070,1
46852,0,0,3,0,0,73,8688,0,0,0,0,0,0,0,21506,0,0,1880,0,002352,1
55214,0,0,87,0,0,1469,724,0,0,0,0,0,0,0,17070,0,0,4438,0,004018,1
52378,0,0,0,0,0,1816,3470,0,0,0,0,0,0,0,17708,0,0,3630,0,002172,1
27758,0,0,7,0,0,1684,18679,0,716,0,0,0,0,0,19830,0,0,10328,0,006495,1
57166,0,0,4149,0,0,1374,329,0,1,0,0,0,0,0,13760,0,0,2223,0,003960,1
26893,0,0,0,0,0,537,20422,0,27,0,0,0,0,0,29424,0,0,1699,0,002039,1
55594,0,0,2657,0,0,1573,799,0,923,0,0,0,0,0,15888,0,0,1568,0,003534,1
47218,0,0,0,0,0,31,8521,0,0,0,0,0,0,0,20481,0,0,2751,0,006285,1
46662,0,0,0,0,0,152,18274,0,0,0,0,0,0,0,13914,0,0,0,0,006589,1
51832,0,0,0,0,0,1252,5085,0,0,0,0,0,0,0,15057,0,0,5776,0,002067,1
10830,0,0,9,0,0,1721,44862,0,0,0,0,0,0,0,20120,0,0,1460,0,005813,1
36227,0,0,435,0,0,1147,12868,0,0,0,0,0,0,0,21701,0,0,7137,0,004704,1
36385,0,0,2563,0,0,263,18385,0,5,0,0,0,0,0,19589,0,0,1812,0,005928,1
44919,0,0,209,0,0,452,6323,0,4408,0,0,0,0,0,18944,0,0,3747,0,003549,1
42036,0,0,2103,0,0,355,14260,0,0,0,0,0,0,0,19747,0,0,501,0,002798,1
45772,0,0,0,0,0,10,18432,0,0,0,0,0,0,0,14470,0,0,318,0,006236,1
35919,0,0,0,0,0,100,30498,0,0,0,0,0,0,0,11548,0,0,937,0,005853,1
47838,0,0,39,0,0,1930,2561,0,0,0,0,0,0,0,25068,0,0,1566,0,004894,1
35078,0,0,143,0,0,1093,23373,0,0,0,0,0,0,0,4163,0,0,15665,0,003476,1
64132,0,0,2112,0,0,480,4253,0,15,0,0,0,0,0,8002,0,0,8,0,006392,1
52301,0,0,0,0,0,236,8320,0,0,0,0,0,0,0,17645,0,0,500,0,002494,1
39971,0,0,4,0,0,425,15132,0,0,0,0,0,0,0,22215,0,0,1255,0,007107,1
44387,0,0,410,0,0,20,7949,0,7159,0,0,0,0,0,12951,0,0,6639,0,002605,1
30747,0,0,54,0,0,1164,25911,0,221,0,0,0,0,0,3035,0,0,18383,0,004546,1
37555,0,0,0,0,0,3208,8078,0,89,0,0,0,0,0,20204,0,0,9868,0,007092,1
26629,0,0,0,0,0,666,19268,0,0,0,0,0,0,0,30886,0,0,1553,0,006742,1
30048,0,0,879,0,0,1226,15054,0,0,0,0,0,0,0,27370,0,0,4425,0,005111,1
34458,0,0,236,0,0,57,29724,0,0,0,0,0,0,0,14519,0,0,8,0,005891,1
34018,0,0,0,0,0,313,16784,0,0,0,0,0,0,0,27308,0,0,579,0,003507,1
33653,0,0,84,0,0,961,24536,0,0,0,0,0,0,0,3339,0,0,16942,0,001864,1
57619,0,0,0,0,0,280,5,0,0,0,0,0,0,0,21500,0,0,111,0,000637,1
19467,0,0,0,0,0,32,39616,0,0,0,0,0,0,0,14198,0,0,5689,0,002443,1
53501,0,0,2357,0,0,2501,2082,0,736,0,0,0,0,0,16189,0,0,1636,0,001837,1
32301,0,0,75,0,0,879,26032,0,0,0,0,0,0,0,1922,0,0,18306,0,003838,1
55635,0,0,24,0,0,596,7149,0,0,0,0,0,0,0,15578,0,0,20,0,002080,1
44016,0,0,349,0,0,1009,2,0,862,0,0,0,0,0,28987,0,0,3777,0,002813,1
36752,0,0,0,0,0,0,25764,0,0,0,0,0,0,0,11546,0,0,4940,0,000623,1
45301,0,0,0,0,0,1265,8329,0,1,0,0,0,0,0,24070,0,0,36,0,001401,1
28851,0,0,8,0,0,1243,27867,0,0,0,0,0,0,0,3173,0,0,18373,0,003700,1
29130,0,0,87,0,0,1014,29208,0,0,0,0,0,0,0,2333,0,0,17743,0,000520,1
52654,0,0,5813,0,0,300,4734,0,520,0,0,0,0,0,13383,0,0,1598,0,005346,1
25426,0,0,3,0,0,1205,31318,0,0,0,0,0,0,0,3283,0,0,18280,0,002671,1
21718,0,0,7906,0,0,156,10610,0,18703,0,0,0,0,0,11960,0,0,7949,0,000738,1
42200,0,0,0,0,0,2051,9229,0,0,0,0,0,0,0,25458,0,0,64,0,003868,1
18233,0,0,0,0,0,1286,28349,0,0,0,0,0,0,0,19445,0,0,11689,0,004897,1
53913,0,0,329,0,0,1322,1556,0,0,0,0,0,0,0,21397,0,0,485,0,001607,1
28514,0,0,0,0,0,216,31740,0,0,0,0,0,0,0,14298,0,0,4234,0,006927,1
37244,0,0,2,0,0,5122,71,0,0,0,0,0,0,0,32840,0,0,3723,0,004987,1
27422,0,0,0,0,0,1185,29650,0,28,0,0,0,0,0,2056,0,0,19174,0,001509,1
16449,0,0,0,0,0,1439,41524,0,0,0,0,0,0,0,13513,0,0,6077,0,000310,1
45065,0,0,558,0,0,852,3502,0,0,0,0,0,0,0,27883,0,0,1655,0,006894,1
45763,0,0,40,0,0,1060,12899,0,0,0,0,0,0,0,17033,0,0,2207,0,002349,1
28215,0,0,7522,0,0,4071,11480,0,0,0,0,0,0,0,21211,0,0,6503,0,003806,1
33910,0,0,2909,0,0,1466,13063,0,0,0,0,0,0,0,20177,0,0,7477,0,006619,1
33572,0,0,2296,0,0,585,13874,0,33,0,0,0,0,0,21094,0,0,7548,0,000946,1
46427,0,0,561,0,0,417,5529,0,1,0,0,0,0,0,24488,0,0,1579,0,005232,1
37391,0,0,3,0,0,306,15977,0,0,0,0,0,0,0,23917,0,0,1408,0,003169,1
56134,0,0,803,0,0,1049,115,0,0,0,0,0,0,0,16203,0,0,4698,0,002970,1
37487,0,0,2,0,0,4938,45,0,0,0,0,0,0,0,32863,0,0,3667,0,006387,1
41795,0,0,3169,0,0,72,91,0,9776,0,0,0,0,0,13038,0,0,11061,0,000921,1
31881,0,0,23,0,0,1046,26698,0,0,0,0,0,0,0,3290,0,0,16577,0,006892,1
30320,0,0,88,0,0,1001,28120,0,0,0,0,0,0,0,1263,0,0,18723,0,002117,1
31316,0,0,89,0,0,1024,27392,0,0,0,0,0,0,0,5796,0,0,13898,0,001423,1
47757,0,0,26,0,0,138,1533,0,8,0,0,0,0,0,26987,0,0,2553,0,001518,1
51031,0,0,68,0,0,2677,2754,0,0,0,0,0,0,0,20984,0,0,1488,0,003935,1
50014,0,0,73,0,0,220,9349,0,548,0,0,0,0,0,11690,0,0,7108,0,000552,1
48059,0,0,686,0,0,2610,4282,0,47,0,0,0,0,0,20579,0,0,2739,0,007213,1
46805,0,0,0,0,0,364,6074,0,0,0,0,0,0,0,23267,0,0,2492,0,001420,1
19422,0,0,233,0,0,1703,33728,0,0,0,0,0,0,0,19159,0,0,4757,0,003380,1
40520,0,0,4498,0,0,676,14068,0,0,0,0,0,0,0,17823,0,0,1417,0,000245,1
55377,0,0,0,0,0,307,16,0,0,0,0,0,0,0,23482,0,0,333,0,003625,1
53411,0,0,649,0,0,20,10872,0,386,0,0,0,0,0,13262,0,0,402,0,003168,1
35431,0,0,9,0,0,1101,23171,0,0,0,0,0,0,0,5144,0,0,14659,0,000465,1
38059,0,0,67,0,0,522,15632,0,0,0,0,0,0,0,19699,0,0,5023,0,000977,1
51002,0,0,0,0,0,659,6465,0,0,0,0,0,0,0,20322,0,0,554,0,006336,1
51740,0,0,0,0,0,1595,621,0,0,0,0,0,0,0,24073,0,0,973,0,004945,1
57893,0,0,1465,0,0,43,1761,0,0,0,0,0,0,0,17501,0,0,339,0,006489,1
52902,0,0,0,0,0,0,7772,0,0,0,0,0,0,0,18323,0,0,5,0,007021,1
32889,0,0,4420,0,0,1146,25150,0,205,0,0,0,0,0,14167,0,0,1025,0,001551,1
49638,0,0,0,0,0,1195,10559,0,0,0,0,0,0,0,14713,0,0,2897,0,006021,1
50740,0,0,0,0,0,927,0,0,0,0,0,0,0,0,20417,0,0,7431,0,000505,1
46762,0,0,6,0,0,271,6169,0,0,0,0,0,0,0,25794,0,0,0,0,001673,1
25309,0,0,44,0,0,1010,31945,0,10,0,0,0,0,0,2215,0,0,18982,0,004869,1
19602,0,0,10,0,0,257,33395,0,0,0,0,0,0,0,20182,0,0,5556,0,002444,1
48223,0,0,860,0,0,574,10290,0,1,0,0,0,0,0,17675,0,0,1379,0,003508,1
43994,0,0,0,0,0,1373,420,0,0,0,0,0,0,0,31329,0,0,2399,0,003628,1
27108,0,0,3,0,0,475,18960,0,0,0,0,0,0,0,25561,0,0,6895,0,003020,1
53131,0,0,0,0,0,713,9221,0,5052,0,0,0,0,0,9071,0,0,1814,0,003104,1
42849,0,0,62,0,0,864,3678,0,159,0,0,0,0,0,29289,0,0,2101,0,003013,1
26154,0,0,0,0,0,489,34348,0,0,0,0,0,0,0,16213,0,0,1798,0,005098,1
33101,0,0,430,0,0,1881,20708,0,1087,0,0,0,0,0,14390,0,0,7405,0,002099,1
45629,0,0,0,0,0,76,13750,0,0,0,0,0,0,0,19532,0,0,15,0,002390,1
36434,0,0,8642,0,0,40,7531,0,5613,0,0,0,0,0,18078,0,0,2664,0,002236,1
13067,0,0,0,0,0,1399,45097,0,0,0,0,0,0,0,17630,0,0,1809,0,006825,1
32004,0,0,80,0,0,1019,26192,0,0,0,0,0,0,0,5089,0,0,15131,0,002689,1
42426,0,0,161,0,0,1456,15319,0,4637,0,0,0,0,0,10893,0,0,4110,0,003542,1
17535,0,0,2,0,0,1039,41474,0,0,0,0,0,0,0,16994,0,0,1958,0,003581,1
37523,0,0,1,0,0,4944,42,0,0,0,0,0,0,0,32663,0,0,3829,0,007105,1
29198,0,0,129,0,0,890,29031,0,0,0,0,0,0,0,3313,0,0,16954,0,001777,1
41449,0,0,10989,0,0,87,10367,0,292,0,0,0,0,0,9383,0,0,6435,0,004600,1
20502,0,0,0,0,0,2377,34597,0,0,0,0,0,0,0,14609,0,0,6917,0,001870,1
52080,0,0,0,0,0,2094,4483,0,0,0,0,0,0,0,17707,0,0,2638,0,006958,1
21253,0,0,704,0,0,4067,21702,0,0,0,0,0,0,0,19707,0,0,11569,0,000975,1
48037,0,0,0,0,0,142,5650,0,0,0,0,0,0,0,25093,0,0,80,0,000112,1
35542,0,0,330,0,0,1329,13318,0,0,0,0,0,0,0,21882,0,0,7114,0,006422,1
60989,0,0,0,0,0,1260,3124,0,0,0,0,0,0,0,13500,0,0,129,0,002134,1
46705,0,0,197,0,0,82,15571,0,91,0,0,0,0,0,15223,0,0,1133,0,001301,1
16980,0,0,0,0,0,28,42811,0,0,0,0,0,0,0,17823,0,0,1360,0,007111,1
31023,0,0,5,0,0,1019,27404,0,0,0,0,0,0,0,2345,0,0,17719,0,007427,1
54244,0,0,23,0,0,1976,2265,0,0,0,0,0,0,0,14215,0,0,6279,0,003790,1
32756,0,0,13,0,0,972,25292,0,0,0,0,0,0,0,5989,0,0,14493,0,003922,1
47756,0,0,0,0,0,849,12876,0,3811,0,0,0,0,0,9889,0,0,3821,0,000507,1
22778,0,0,0,0,0,328,40187,0,0,0,0,0,0,0,14092,0,0,1617,0,007414,1
45025,0,0,0,0,0,345,18624,0,0,0,0,0,0,0,14925,0,0,83,0,003646,1
49964,0,0,0,0,0,106,0,0,0,0,0,0,0,0,22796,0,0,6649,0,004262,1
26944,0,0,311,0,0,1116,18144,0,772,0,0,0,0,0,28555,0,0,3160,0,001841,1
50581,0,0,169,0,0,1383,2457,0,420,0,0,0,0,0,21454,0,0,2538,0,001040,1
15412,0,0,0,0,0,1309,38798,0,0,0,0,0,0,0,7860,0,0,15623,0,000892,1
35661,0,0,373,0,0,1215,13027,0,0,0,0,0,0,0,21813,0,0,7426,0,005568,1
29473,0,0,0,0,0,1006,27991,0,35,0,0,0,0,0,4375,0,0,16635,0,005804,1
64700,0,0,0,0,0,911,0,0,0,0,0,0,0,0,13367,0,0,24,0,004114,1
53002,0,0,4165,0,0,1359,1718,0,0,0,0,0,0,0,16547,0,0,2211,0,004842,1
37690,0,0,2932,0,0,2848,2188,0,0,0,0,0,0,0,22791,0,0,10553,0,005146,1
29778,0,0,57,0,0,516,21651,0,0,0,0,0,0,0,20962,0,0,6038,0,005671,1
48677,0,0,1310,0,0,27,19697,0,726,0,0,0,0,0,8221,0,0,344,0,006113,1
39782,0,0,0,0,0,1217,21098,0,0,0,0,0,0,0,16100,0,0,805,0,003642,1
38575,0,0,3,0,0,322,15087,0,0,0,0,0,0,0,16609,0,0,8406,0,005160,1
16177,0,0,313,0,0,1664,31255,0,657,0,0,0,0,0,25301,0,0,3635,0,002915,1
49916,0,0,80,0,0,1601,623,0,0,0,0,0,0,0,18044,0,0,8738,0,005412,1
35343,0,0,185,0,0,858,23624,0,0,0,0,0,0,0,14109,0,0,4883,0,002230,1
39388,0,0,5,0,0,325,16642,0,0,0,0,0,0,0,20047,0,0,2595,0,003785,1
42058,0,0,20,0,0,1152,1574,0,0,0,0,0,0,0,34002,0,0,709,0,007004,1
33923,0,0,70,0,0,1408,12101,0,1278,0,0,0,0,0,27218,0,0,3004,0,003064,1
56228,0,0,0,0,0,1098,1476,0,0,0,0,0,0,0,14119,0,0,6081,0,004923,1
50474,0,0,0,0,0,756,8239,0,4,0,0,0,0,0,18606,0,0,923,0,005679,1
48594,0,0,0,0,0,154,11812,0,0,0,0,0,0,0,18382,0,0,60,0,001620,1
14770,0,0,0,0,0,2356,28370,0,0,0,0,0,0,0,32042,0,0,1464,0,003311,1
41727,0,0,221,0,0,678,11465,0,35,0,0,0,0,0,18671,0,0,6718,0,002095,1
34632,0,0,477,0,0,8,32635,0,0,0,0,0,0,0,11098,0,0,152,0,006211,1
44704,0,0,233,0,0,3309,5253,0,0,0,0,0,0,0,24432,0,0,1584,0,000770,1
51435,0,0,5535,0,0,10,3026,0,12241,0,0,0,0,0,6755,0,0,0,0,000900,1
35151,0,0,24,0,0,1149,23221,0,0,0,0,0,0,0,6338,0,0,13632,0,004514,1
54172,0,0,0,0,0,604,4003,0,0,0,0,0,0,0,19680,0,0,543,0,004014,1
31310,0,0,74,0,0,977,27025,0,0,0,0,0,0,0,1029,0,0,19100,0,004723,1
35144,0,0,0,0,0,880,13092,0,9509,0,0,0,0,0,15716,0,0,4661,0,006142,1
53663,0,0,545,0,0,475,4236,0,0,0,0,0,0,0,16910,0,0,3173,0,007186,1
